,Unnamed: 0,ticker,time,volume,bid_o,bid_h,bid_l,bid_c,mid_o,mid_h,mid_l,mid_c,ask_o,ask_h,ask_l,ask_c,RANGE,mid_h_prev,mid_l_prev,ask_h_prev,bid_l_prev,RANGE_prev,DIRECTION,DIRECTION_prev,SIGNAL,ENTRY,STOPLOSS,TAKEPROFIT
3349,507,USD_JPY,2022-02-24T02:00:00.000000000Z,67026,115.075,115.098,114.486,114.555,115.082,115.105,114.494,114.562,115.089,115.113,114.502,114.57,0.6110000000000042,115.12,114.83,115.129,114.821,0.29000000000000625,-1,1,1,115.158,115.042,115.39
3381,539,USD_JPY,2022-03-03T10:00:00.000000000Z,24107,115.777,115.779,115.636,115.656,115.784,115.787,115.644,115.664,115.79,115.795,115.651,115.671,0.14300000000000068,115.808,115.648,115.815,115.64,0.1600000000000108,-1,1,1,115.831,115.767,115.95900000000002
3388,546,USD_JPY,2022-03-04T14:00:00.000000000Z,48675,115.414,115.415,114.642,114.764,115.422,115.422,114.65,114.771,115.429,115.43,114.657,114.778,0.7719999999999914,115.467,115.304,115.517,115.297,0.1629999999999967,-1,1,1,115.5333,115.46809999999999,115.66369999999999
3400,558,USD_JPY,2022-03-08T14:00:00.000000000Z,49540,115.688,115.714,115.413,115.59,115.695,115.721,115.421,115.598,115.702,115.729,115.429,115.607,0.29999999999999716,115.791,115.552,115.798,115.544,0.2389999999999901,-1,1,1,115.8219,115.72630000000001,116.0131
3410,568,USD_JPY,2022-03-10T06:00:00.000000000Z,27281,116.084,116.095,115.806,115.934,116.092,116.102,115.813,115.94,116.1,116.111,115.82,115.947,0.2890000000000015,116.196,116.042,116.204,116.035,0.15399999999999636,-1,1,1,116.2194,116.1578,116.34259999999999
3428,586,USD_JPY,2022-03-15T05:00:00.000000000Z,32912,118.36,118.387,117.688,117.786,118.366,118.394,117.697,117.793,118.373,118.402,117.706,117.8,0.6970000000000027,118.452,118.191,118.459,118.184,0.2609999999999957,-1,1,1,118.4851,118.3807,118.6939
3433,591,USD_JPY,2022-03-16T01:00:00.000000000Z,22428,118.413,118.417,118.167,118.223,118.421,118.424,118.175,118.23,118.429,118.431,118.182,118.238,0.24900000000000944,118.43,118.274,118.438,118.266,0.1560000000000059,-1,1,1,118.45360000000001,118.39120000000001,118.57840000000002
3435,593,USD_JPY,2022-03-16T09:00:00.000000000Z,21133,118.313,118.35,118.184,118.307,118.32,118.356,118.192,118.314,118.326,118.364,118.199,118.322,0.16400000000000148,118.381,118.196,118.389,118.188,0.18500000000000227,-1,1,1,118.4075,118.3335,118.5555
3439,597,USD_JPY,2022-03-17T01:00:00.000000000Z,22825,118.881,118.91,118.589,118.745,118.888,118.918,118.596,118.752,118.895,118.927,118.603,118.758,0.32200000000000273,119.028,118.718,119.036,118.668,0.3100000000000023,-1,1,1,119.06700000000001,118.94300000000001,119.31500000000001
3487,645,USD_JPY,2022-03-29T01:00:00.000000000Z,65532,124.137,124.175,123.092,123.362,124.146,124.184,123.103,123.37,124.155,124.194,123.113,123.379,1.081000000000003,124.308,123.312,124.319,123.301,0.9960000000000093,-1,1,1,124.4186,124.02019999999999,125.2154
3549,707,USD_JPY,2022-04-12T09:00:00.000000000Z,44604,125.625,125.707,124.755,124.922,125.632,125.714,124.766,124.933,125.64,125.723,124.774,124.944,0.9479999999999933,125.76,125.34,125.769,125.331,0.4200000000000017,-1,1,1,125.811,125.643,126.147
3558,716,USD_JPY,2022-04-13T21:00:00.000000000Z,26615,125.569,125.681,125.199,125.503,125.619,125.7,125.21,125.511,125.669,125.746,125.219,125.519,0.4900000000000091,125.71,125.489,125.719,125.481,0.22099999999998943,-1,1,1,125.74109999999999,125.6527,125.91789999999997
3571,729,USD_JPY,2022-04-18T01:00:00.000000000Z,32223,126.558,126.69,126.23,126.638,126.568,126.698,126.24,126.646,126.579,126.706,126.249,126.654,0.4579999999999984,126.794,126.348,126.804,126.313,0.44599999999999795,1,1,1,126.8486,126.67020000000001,127.2054
3583,741,USD_JPY,2022-04-20T01:00:00.000000000Z,107050,129.285,129.37,128.046,128.548,129.292,129.38,128.06,128.558,129.299,129.39,128.074,128.568,1.3199999999999932,129.412,128.903,129.423,128.856,0.5090000000000146,-1,1,1,129.47390000000001,129.27030000000002,129.88110000000003
3590,748,USD_JPY,2022-04-21T05:00:00.000000000Z,55019,128.359,128.379,127.86,128.055,128.367,128.386,127.869,128.064,128.375,128.394,127.877,128.073,0.5169999999999959,128.641,128.112,128.651,128.102,0.5289999999999964,-1,1,1,128.7039,128.4923,129.1271
3593,751,USD_JPY,2022-04-21T17:00:00.000000000Z,33166,128.59,128.591,128.059,128.364,128.596,128.598,128.067,128.374,128.603,128.607,128.075,128.385,0.5310000000000059,128.709,128.082,128.717,128.074,0.6270000000000095,-1,1,1,128.77970000000002,128.52890000000002,129.28130000000002
3604,762,USD_JPY,2022-04-25T13:00:00.000000000Z,76237,128.153,128.274,127.516,127.687,128.162,128.284,127.524,127.696,128.171,128.293,127.531,127.705,0.7599999999999909,128.498,127.989,128.513,127.979,0.5089999999999861,-1,1,1,128.5639,128.3603,128.97109999999998
3649,807,USD_JPY,2022-05-05T01:00:00.000000000Z,35106,129.088,129.28,128.739,129.249,129.098,129.288,128.75,129.26,129.109,129.297,128.761,129.27,0.5380000000000109,129.555,129.054,129.567,129.044,0.5010000000000048,1,1,1,129.6171,129.4167,130.0179
3656,814,USD_JPY,2022-05-06T05:00:00.000000000Z,41700,130.557,130.689,130.321,130.438,130.566,130.698,130.33,130.446,130.574,130.706,130.338,130.455,0.367999999999995,130.809,130.366,130.818,130.356,0.44299999999998363,-1,1,1,130.8623,130.6851,131.2167
3663,821,USD_JPY,2022-05-09T09:00:00.000000000Z,41745,131.187,131.239,130.477,130.715,131.196,131.246,130.487,130.724,131.204,131.254,130.497,130.733,0.7590000000000146,131.35,131.001,131.359,130.993,0.34899999999998954,-1,1,1,131.3939,131.2543,131.6731
3680,838,USD_JPY,2022-05-12T05:00:00.000000000Z,28549,129.776,129.791,128.392,128.544,129.786,129.8,128.404,128.554,129.796,129.809,128.414,128.563,1.396000000000015,129.91,129.672,129.919,129.663,0.23799999999999955,-1,1,1,129.9428,129.8476,130.13320000000002
3686,844,USD_JPY,2022-05-13T05:00:00.000000000Z,52826,128.938,128.974,128.482,128.797,128.948,128.983,128.49,128.806,128.957,128.993,128.498,128.814,0.492999999999995,129.36,128.786,129.37,128.778,0.5740000000000123,-1,1,1,129.4274,129.1978,129.88660000000002
3691,849,USD_JPY,2022-05-16T01:00:00.000000000Z,42288,129.474,129.538,128.688,129.008,129.485,129.549,128.698,129.017,129.496,129.56,128.707,129.026,0.8509999999999991,129.642,129.215,129.655,129.165,0.4269999999999925,-1,1,1,129.6977,129.5269,130.0393
3696,854,USD_JPY,2022-05-16T21:00:00.000000000Z,23710,129.098,129.28,128.819,129.195,129.148,129.289,128.829,129.204,129.198,129.298,128.839,129.214,0.45999999999997954,129.404,129.012,129.413,129.003,0.3919999999999959,1,1,1,129.4522,129.2954,129.7658
3705,863,USD_JPY,2022-05-18T09:00:00.000000000Z,25422,129.213,129.238,128.858,128.892,129.222,129.246,128.866,128.9,129.23,129.255,128.874,128.907,0.37999999999999545,129.35,129.02,129.357,129.012,0.3299999999999841,-1,1,1,129.39,129.25799999999998,129.65399999999997
3710,868,USD_JPY,2022-05-19T05:00:00.000000000Z,61159,128.828,128.881,127.8,127.848,128.836,128.89,127.81,127.858,128.845,128.899,127.818,127.867,1.079999999999984,128.946,128.369,128.956,128.358,0.5769999999999982,-1,1,1,129.0137,128.7829,129.4753
3723,881,USD_JPY,2022-05-23T09:00:00.000000000Z,27769,127.55,127.878,127.354,127.818,127.56,127.887,127.363,127.826,127.569,127.896,127.37,127.834,0.5240000000000009,127.932,127.415,127.943,127.405,0.5169999999999959,1,1,1,127.9947,127.7879,128.4083
3726,884,USD_JPY,2022-05-23T21:00:00.000000000Z,25054,127.879,127.895,127.619,127.799,127.914,127.918,127.63,127.808,127.95,127.959,127.64,127.816,0.2880000000000109,127.945,127.738,127.953,127.73,0.20699999999999363,-1,1,1,127.97370000000001,127.89090000000002,128.1393
3735,893,USD_JPY,2022-05-25T09:00:00.000000000Z,34025,127.051,127.179,126.787,127.05,127.06,127.187,126.797,127.058,127.068,127.196,126.807,127.066,0.39000000000000057,127.299,126.838,127.309,126.828,0.46100000000001273,-1,1,1,127.3551,127.17069999999998,127.7239
3751,909,USD_JPY,2022-05-30T01:00:00.000000000Z,18149,127.048,127.125,126.849,126.995,127.058,127.136,126.858,127.004,127.069,127.147,126.868,127.012,0.2779999999999916,127.348,126.964,127.359,126.953,0.38400000000000034,-1,1,1,127.39739999999999,127.2438,127.70459999999999
3770,928,USD_JPY,2022-06-02T05:00:00.000000000Z,21722,130.05,130.083,129.756,129.886,130.06,130.092,129.764,129.894,130.069,130.102,129.773,129.902,0.32800000000000296,130.146,129.894,130.157,129.885,0.25199999999998113,-1,1,1,130.18220000000002,130.08140000000003,130.3838
3790,948,USD_JPY,2022-06-07T13:00:00.000000000Z,44417,132.789,132.849,132.306,132.584,132.798,132.858,132.318,132.592,132.807,132.866,132.327,132.6,0.539999999999992,132.898,132.555,132.906,132.547,0.3429999999999893,-1,1,1,132.9403,132.8031,133.2147
3796,954,USD_JPY,2022-06-08T13:00:00.000000000Z,63716,134.288,134.342,133.596,134.048,134.297,134.352,133.604,134.058,134.306,134.361,133.613,134.067,0.7479999999999905,134.479,133.677,134.489,133.668,0.8020000000000209,-1,1,1,134.5692,134.24839999999998,135.2108
3799,957,USD_JPY,2022-06-09T01:00:00.000000000Z,33125,134.266,134.458,133.813,134.168,134.277,134.467,133.824,134.178,134.288,134.477,133.836,134.187,0.6430000000000007,134.56,134.028,134.57,133.978,0.5320000000000107,-1,1,1,134.6232,134.41039999999998,135.0488
3806,964,USD_JPY,2022-06-10T05:00:00.000000000Z,57742,134.199,134.206,133.35,133.852,134.208,134.214,133.363,133.861,134.216,134.222,133.375,133.87,0.8509999999999991,134.285,133.915,134.295,133.905,0.37000000000000455,-1,1,1,134.332,134.184,134.628
3812,970,USD_JPY,2022-06-13T05:00:00.000000000Z,69824,135.013,135.126,134.128,134.328,135.022,135.135,134.14,134.336,135.03,135.145,134.149,134.345,0.9950000000000045,135.202,134.682,135.227,134.672,0.5200000000000102,-1,1,1,135.279,135.071,135.695
3816,974,USD_JPY,2022-06-13T21:00:00.000000000Z,35965,134.392,134.504,133.864,134.145,134.442,134.527,133.872,134.155,134.492,134.555,133.881,134.165,0.6549999999999727,134.671,133.942,134.686,133.932,0.728999999999985,-1,1,1,134.7589,134.46730000000002,135.3421
3818,976,USD_JPY,2022-06-14T05:00:00.000000000Z,64991,134.592,134.777,134.007,134.177,134.602,134.786,134.016,134.187,134.611,134.796,134.026,134.197,0.7700000000000102,134.82,134.08,134.854,134.069,0.7399999999999807,-1,1,1,134.928,134.632,135.51999999999998
3824,982,USD_JPY,2022-06-15T05:00:00.000000000Z,44439,135.065,135.101,134.482,134.521,135.072,135.11,134.492,134.529,135.08,135.12,134.502,134.537,0.6180000000000234,135.3,134.989,135.31,134.979,0.31100000000000705,-1,1,1,135.3411,135.2167,135.58990000000003
3830,988,USD_JPY,2022-06-16T05:00:00.000000000Z,41950,134.403,134.637,133.106,133.215,134.412,134.646,133.117,133.226,134.421,134.656,133.126,133.237,1.5289999999999964,134.681,134.222,134.69,134.212,0.4590000000000032,-1,1,1,134.7359,134.55229999999997,135.10309999999998
3841,999,USD_JPY,2022-06-20T01:00:00.000000000Z,28255,135.172,135.267,134.657,134.947,135.184,135.276,134.668,134.956,135.195,135.286,134.678,134.966,0.6080000000000041,135.446,134.962,135.458,134.912,0.48400000000000887,-1,1,1,135.50639999999999,135.31279999999998,135.8936
3855,1013,USD_JPY,2022-06-22T09:00:00.000000000Z,37253,136.243,136.297,135.736,135.793,136.252,136.306,135.747,135.802,136.262,136.315,135.757,135.811,0.5589999999999975,136.628,136.118,136.639,136.107,0.5099999999999909,-1,1,1,136.69,136.486,137.09799999999998
3865,1023,USD_JPY,2022-06-24T01:00:00.000000000Z,19614,135.107,135.132,134.538,134.788,135.118,135.142,134.548,134.797,135.129,135.152,134.558,134.806,0.5939999999999941,135.23,134.655,135.24,134.645,0.5749999999999886,-1,1,1,135.2975,135.06750000000002,135.7575
3868,1026,USD_JPY,2022-06-24T13:00:00.000000000Z,38966,135.122,135.268,134.704,135.158,135.132,135.278,134.716,135.166,135.141,135.288,134.726,135.175,0.5619999999999834,135.304,134.814,135.312,134.805,0.4900000000000091,1,1,1,135.36100000000002,135.16500000000002,135.75300000000001
3870,1028,USD_JPY,2022-06-26T21:00:00.000000000Z,15254,135.166,135.213,134.585,134.625,135.178,135.224,134.594,134.634,135.189,135.234,134.603,134.644,0.6299999999999955,135.402,135.125,135.41,135.108,0.2769999999999868,-1,1,1,135.4377,135.32690000000002,135.6593
3884,1042,USD_JPY,2022-06-29T05:00:00.000000000Z,34879,136.036,136.218,135.754,136.171,136.044,136.226,135.772,136.18,136.051,136.235,135.79,136.189,0.45400000000000773,136.279,135.894,136.288,135.885,0.3849999999999909,1,1,1,136.3265,136.1725,136.6345
3895,1053,USD_JPY,2022-07-01T01:00:00.000000000Z,32373,135.955,135.955,134.97,135.082,135.963,135.963,134.981,135.091,135.971,135.971,134.991,135.1,0.9819999999999993,135.988,135.706,135.998,135.659,0.2820000000000107,-1,1,1,136.0262,135.9134,136.2518
3908,1066,USD_JPY,2022-07-05T05:00:00.000000000Z,27238,136.246,136.318,135.547,135.837,136.258,136.328,135.555,135.846,136.269,136.338,135.563,135.856,0.7729999999999961,136.365,135.983,136.375,135.975,0.382000000000005,-1,1,1,136.4132,136.26039999999998,136.7188
3912,1070,USD_JPY,2022-07-05T21:00:00.000000000Z,19414,135.747,135.866,135.413,135.648,135.797,135.88,135.424,135.658,135.847,135.898,135.432,135.669,0.45599999999998886,135.924,135.626,135.934,135.617,0.2980000000000018,-1,1,1,135.9638,135.84459999999999,136.2022
3921,1079,USD_JPY,2022-07-07T09:00:00.000000000Z,28451,136.121,136.207,135.552,135.902,136.128,136.214,135.56,135.911,136.134,136.226,135.568,135.92,0.6539999999999964,136.224,135.673,136.233,135.662,0.5509999999999877,-1,1,1,136.28810000000001,136.06770000000003,136.7289
3936,1094,USD_JPY,2022-07-11T21:00:00.000000000Z,15096,137.41,137.441,137.134,137.219,137.445,137.45,137.143,137.229,137.48,137.481,137.152,137.239,0.30699999999998795,137.46,137.259,137.468,137.249,0.20100000000002183,-1,1,1,137.4881,137.4077,137.64890000000003
3956,1114,USD_JPY,2022-07-15T05:00:00.000000000Z,21642,139.021,139.05,138.552,138.804,139.03,139.059,138.56,138.812,139.038,139.069,138.568,138.821,0.4989999999999952,139.092,138.766,139.098,138.757,0.32600000000002183,-1,1,1,139.13060000000002,139.0002,139.39140000000003
3962,1120,USD_JPY,2022-07-18T05:00:00.000000000Z,22100,138.323,138.332,137.882,138.1,138.332,138.342,137.89,138.109,138.342,138.352,137.899,138.118,0.4520000000000266,138.458,138.028,138.467,138.017,0.4300000000000068,-1,1,1,138.51000000000002,138.33800000000002,138.854
3967,1125,USD_JPY,2022-07-19T01:00:00.000000000Z,16386,138.23,138.299,137.929,138.082,138.24,138.309,137.936,138.092,138.251,138.319,137.943,138.101,0.37299999999999045,138.394,138.087,138.402,138.037,0.30700000000001637,-1,1,1,138.43269999999998,138.30989999999997,138.6783
3979,1137,USD_JPY,2022-07-21T01:00:00.000000000Z,25783,138.46,138.508,137.96,138.163,138.468,138.524,137.98,138.172,138.475,138.539,138.001,138.181,0.5440000000000111,138.556,138.165,138.564,138.115,0.39100000000001955,-1,1,1,138.60309999999998,138.44669999999996,138.9159
3991,1149,USD_JPY,2022-07-25T01:00:00.000000000Z,19685,136.517,136.543,135.878,136.206,136.528,136.554,135.889,136.214,136.538,136.564,135.9,136.223,0.664999999999992,136.612,136.034,136.622,135.984,0.578000000000003,-1,1,1,136.6798,136.4486,137.1422
4015,1173,USD_JPY,2022-07-29T01:00:00.000000000Z,32542,134.491,134.567,132.944,133.373,134.502,134.576,132.961,133.383,134.512,134.586,132.978,133.393,1.6149999999999807,134.676,134.238,134.686,134.225,0.4379999999999882,-1,1,1,134.7298,134.55460000000002,135.0802
4033,1191,USD_JPY,2022-08-03T01:00:00.000000000Z,37778,133.791,133.84,132.275,132.71,133.8,133.849,132.286,132.722,133.81,133.859,132.298,132.733,1.5629999999999882,133.906,132.875,133.918,132.863,1.031000000000006,-1,1,1,134.02110000000002,133.60870000000003,134.84590000000003
4041,1199,USD_JPY,2022-08-04T09:00:00.000000000Z,35356,134.295,134.377,133.146,133.52,134.304,134.388,133.156,133.529,134.314,134.398,133.167,133.538,1.2319999999999993,134.424,133.69,134.434,133.681,0.7340000000000089,-1,1,1,134.5074,134.2138,135.09459999999999
4063,1221,USD_JPY,2022-08-10T01:00:00.000000000Z,16362,135.206,135.237,134.883,134.982,135.216,135.245,134.892,134.991,135.226,135.253,134.9,135.0,0.35300000000000864,135.306,135.068,135.316,135.036,0.23799999999999955,-1,1,1,135.3398,135.2446,135.5302
4070,1228,USD_JPY,2022-08-11T05:00:00.000000000Z,26669,133.117,133.183,132.419,132.505,133.128,133.193,132.43,132.514,133.138,133.203,132.439,132.524,0.7630000000000052,133.314,132.772,133.324,132.761,0.5420000000000016,-1,1,1,133.37820000000002,133.16140000000001,133.81180000000003
4083,1241,USD_JPY,2022-08-15T09:00:00.000000000Z,26658,133.36,133.487,132.545,132.68,133.37,133.496,132.555,132.69,133.38,133.505,132.564,132.699,0.9410000000000025,133.543,133.128,133.552,133.118,0.41500000000002046,-1,1,1,133.5935,133.4275,133.92550000000003
4086,1244,USD_JPY,2022-08-15T21:00:00.000000000Z,16370,133.298,133.306,132.943,133.185,133.348,133.348,132.952,133.194,133.398,133.398,132.961,133.203,0.396000000000015,133.352,133.138,133.361,133.13,0.21399999999999864,-1,1,1,133.3824,133.2968,133.5536
4097,1255,USD_JPY,2022-08-17T17:00:00.000000000Z,20206,135.394,135.473,134.782,135.048,135.402,135.482,134.793,135.063,135.411,135.49,134.804,135.078,0.688999999999993,135.5,134.941,135.507,134.932,0.5589999999999975,-1,1,1,135.5629,135.3393,136.01010000000002
4101,1259,USD_JPY,2022-08-18T09:00:00.000000000Z,25287,135.2,135.341,134.64,134.925,135.209,135.35,134.647,134.934,135.218,135.358,134.654,134.942,0.703000000000003,135.433,134.99,135.442,134.981,0.44299999999998363,-1,1,1,135.4863,135.3091,135.8407
4120,1278,USD_JPY,2022-08-23T13:00:00.000000000Z,40330,137.511,137.613,135.797,136.431,137.519,137.62,135.807,136.439,137.527,137.629,135.817,136.447,1.8130000000000166,137.646,137.214,137.655,137.205,0.43199999999998795,-1,1,1,137.69819999999999,137.5254,138.04379999999998
4128,1286,USD_JPY,2022-08-24T21:00:00.000000000Z,15256,137.025,137.193,136.72,136.929,137.075,137.202,136.732,136.938,137.125,137.211,136.743,136.948,0.46999999999999886,137.213,137.004,137.221,136.996,0.20900000000000318,-1,1,1,137.24190000000002,137.15830000000003,137.40910000000002
4137,1295,USD_JPY,2022-08-26T09:00:00.000000000Z,22747,136.908,137.038,136.489,136.673,136.918,137.044,136.5,136.682,136.927,137.052,136.512,136.691,0.5440000000000111,137.127,136.748,137.136,136.74,0.3790000000000191,-1,1,1,137.1739,137.0223,137.4771
4156,1314,USD_JPY,2022-08-31T13:00:00.000000000Z,26361,138.587,138.846,138.441,138.701,138.596,138.854,138.448,138.709,138.606,138.863,138.455,138.717,0.4060000000000059,138.897,138.454,138.905,138.439,0.44299999999998363,1,1,1,138.9493,138.7721,139.3037
4160,1318,USD_JPY,2022-09-01T05:00:00.000000000Z,24796,139.5,139.508,139.075,139.215,139.509,139.518,139.086,139.222,139.518,139.528,139.097,139.23,0.43199999999998795,139.686,139.362,139.695,139.352,0.3240000000000123,-1,1,1,139.7274,139.59779999999998,139.9866
4168,1326,USD_JPY,2022-09-02T13:00:00.000000000Z,29914,140.572,140.681,139.907,140.223,140.58,140.69,139.916,140.23,140.588,140.7,139.925,140.238,0.7740000000000009,140.804,139.932,140.815,139.915,0.8720000000000141,-1,1,1,140.9022,140.55339999999998,141.59980000000002
4171,1329,USD_JPY,2022-09-05T01:00:00.000000000Z,21803,140.301,140.412,140.109,140.345,140.31,140.422,140.119,140.354,140.32,140.431,140.129,140.363,0.30299999999999727,140.558,140.124,140.569,140.074,0.4339999999999975,1,1,1,140.61239999999998,140.4388,140.95959999999997
4189,1347,USD_JPY,2022-09-08T01:00:00.000000000Z,23379,144.318,144.322,143.688,143.998,144.326,144.331,143.698,144.008,144.334,144.34,143.708,144.017,0.6329999999999814,144.562,143.712,144.573,143.672,0.8500000000000227,-1,1,1,144.65800000000002,144.318,145.33800000000002
4208,1366,USD_JPY,2022-09-13T05:00:00.000000000Z,27398,142.568,142.571,142.032,142.243,142.578,142.582,142.043,142.252,142.587,142.592,142.054,142.262,0.5389999999999873,142.726,142.319,142.737,142.31,0.4070000000000107,-1,1,1,142.77769999999998,142.61489999999998,143.1033
4227,1385,USD_JPY,2022-09-16T09:00:00.000000000Z,22198,143.345,143.379,142.948,143.291,143.354,143.387,142.956,143.3,143.362,143.396,142.964,143.309,0.4310000000000116,143.695,143.226,143.704,143.216,0.4689999999999941,-1,1,1,143.7509,143.5633,144.1261
4234,1392,USD_JPY,2022-09-19T13:00:00.000000000Z,21107,143.468,143.579,143.164,143.227,143.476,143.587,143.172,143.234,143.485,143.595,143.179,143.241,0.41499999999999204,143.644,143.381,143.654,143.372,0.26300000000000523,-1,1,1,143.6803,143.5751,143.89069999999998
4242,1400,USD_JPY,2022-09-20T21:00:00.000000000Z,19018,143.676,143.751,143.468,143.712,143.726,143.762,143.478,143.722,143.776,143.777,143.489,143.732,0.2839999999999918,143.766,143.524,143.777,143.516,0.24199999999999022,-1,1,1,143.8012,143.7044,143.9948
4266,1424,USD_JPY,2022-09-26T21:00:00.000000000Z,22609,144.626,144.725,144.259,144.431,144.676,144.74,144.27,144.44,144.726,144.776,144.28,144.45,0.46999999999999886,144.79,144.507,144.798,144.498,0.28299999999998704,-1,1,1,144.8263,144.7131,145.0527
4268,2,USD_JPY,2022-09-27T05:00:00.000000000Z,41739,144.522,144.546,144.051,144.379,144.532,144.556,144.061,144.388,144.541,144.566,144.071,144.397,0.49500000000000455,144.637,144.321,144.647,144.31,0.3160000000000025,-1,1,1,144.6786,144.5522,144.9314
4272,6,USD_JPY,2022-09-27T21:00:00.000000000Z,15306,144.782,144.863,144.594,144.732,144.817,144.872,144.604,144.742,144.852,144.883,144.612,144.752,0.2680000000000007,144.904,144.731,144.911,144.723,0.17300000000000182,-1,1,1,144.9283,144.8591,145.0667
4296,30,USD_JPY,2022-10-03T21:00:00.000000000Z,16805,144.498,144.748,144.403,144.68,144.531,144.756,144.414,144.69,144.564,144.766,144.423,144.699,0.34200000000001296,144.794,144.498,144.802,144.49,0.2960000000000207,1,1,1,144.83159999999998,144.71319999999997,145.0684
4298,32,USD_JPY,2022-10-04T05:00:00.000000000Z,32260,144.794,144.865,144.517,144.736,144.802,144.874,144.526,144.746,144.811,144.884,144.536,144.755,0.34799999999998477,144.916,144.668,144.925,144.658,0.24799999999999045,-1,1,1,144.9498,144.85060000000001,145.1482
4307,41,USD_JPY,2022-10-05T17:00:00.000000000Z,11511,144.739,144.784,144.386,144.671,144.747,144.792,144.394,144.685,144.755,144.8,144.403,144.699,0.39799999999999613,144.847,144.43,144.857,144.421,0.4170000000000016,-1,1,1,144.8987,144.7319,145.23229999999998
4337,71,USD_JPY,2022-10-12T17:00:00.000000000Z,16423,146.941,146.963,146.648,146.899,146.95,146.972,146.658,146.911,146.96,146.98,146.668,146.923,0.3140000000000214,146.974,146.691,146.981,146.68,0.28299999999998704,-1,1,1,147.0093,146.8961,147.23569999999998
4362,96,USD_JPY,2022-10-18T21:00:00.000000000Z,13008,149.215,149.256,149.09,149.173,149.265,149.279,149.1,149.182,149.315,149.329,149.11,149.192,0.17900000000000205,149.286,149.15,149.295,149.141,0.13599999999999568,-1,1,1,149.30859999999998,149.2542,149.4174
4378,112,USD_JPY,2022-10-21T13:00:00.000000000Z,106443,151.467,151.679,146.147,147.235,151.48,151.689,146.197,147.25,151.494,151.699,146.219,147.266,5.49199999999999,151.946,150.78,151.956,150.767,1.1659999999999968,-1,1,1,152.0726,151.6062,153.00539999999998
4394,128,USD_JPY,2022-10-26T05:00:00.000000000Z,28553,148.249,148.27,146.749,146.985,148.26,148.28,146.76,146.994,148.27,148.29,146.771,147.003,1.5200000000000102,148.414,148.084,148.423,148.074,0.3299999999999841,-1,1,1,148.456,148.32399999999998,148.71999999999997
4396,130,USD_JPY,2022-10-26T13:00:00.000000000Z,38891,147.276,147.324,146.221,146.415,147.286,147.333,146.23,146.424,147.295,147.343,146.24,146.432,1.1030000000000086,147.359,146.709,147.369,146.7,0.6500000000000057,-1,1,1,147.434,147.174,147.954
4402,136,USD_JPY,2022-10-27T13:00:00.000000000Z,48817,146.521,146.656,145.656,146.115,146.531,146.666,145.664,146.125,146.541,146.675,145.673,146.135,1.0020000000000095,146.942,145.92,146.956,145.911,1.0220000000000198,-1,1,1,147.0582,146.64939999999999,147.87580000000003
4417,151,USD_JPY,2022-11-01T01:00:00.000000000Z,18875,148.724,148.73,148.118,148.398,148.734,148.738,148.126,148.408,148.743,148.748,148.134,148.418,0.6119999999999948,148.827,148.571,148.836,148.561,0.2560000000000002,-1,1,1,148.8616,148.75920000000002,149.06640000000002
4424,158,USD_JPY,2022-11-02T05:00:00.000000000Z,23008,147.613,147.617,147.016,147.151,147.622,147.626,147.024,147.16,147.632,147.635,147.033,147.169,0.6020000000000039,147.711,147.164,147.721,147.151,0.5470000000000255,-1,1,1,147.7757,147.55689999999998,148.21330000000003
4435,169,USD_JPY,2022-11-04T01:00:00.000000000Z,17115,148.195,148.226,147.843,147.86,148.206,148.236,147.854,147.87,148.217,148.246,147.863,147.881,0.3819999999999766,148.404,147.98,148.415,147.966,0.4240000000000066,-1,1,1,148.4574,148.2878,148.7966
4450,184,USD_JPY,2022-11-08T14:00:00.000000000Z,30822,146.357,146.368,145.303,145.524,146.366,146.376,145.312,145.533,146.374,146.385,145.32,145.542,1.063999999999993,146.554,146.15,146.565,146.14,0.40399999999999636,-1,1,1,146.6054,146.4438,146.9286
4458,192,USD_JPY,2022-11-09T22:00:00.000000000Z,14306,146.406,146.465,146.101,146.232,146.45,146.499,146.11,146.242,146.494,146.549,146.119,146.252,0.3889999999999816,146.798,146.142,146.808,146.134,0.6560000000000059,-1,1,1,146.87359999999998,146.61119999999997,147.39839999999998
4478,212,USD_JPY,2022-11-15T06:00:00.000000000Z,43754,140.37,140.439,139.166,139.363,140.38,140.448,139.178,139.372,140.391,140.458,139.189,139.382,1.2700000000000102,140.626,140.192,140.634,140.179,0.4339999999999975,-1,1,1,140.67739999999998,140.50379999999998,141.02459999999996
4486,220,USD_JPY,2022-11-16T14:00:00.000000000Z,39372,139.769,139.794,139.032,139.406,139.776,139.804,139.042,139.414,139.783,139.814,139.053,139.423,0.7620000000000005,140.037,139.188,140.072,139.178,0.849000000000018,-1,1,1,140.1569,139.8173,140.83610000000002
4488,222,USD_JPY,2022-11-16T22:00:00.000000000Z,17727,139.431,139.594,139.212,139.515,139.481,139.604,139.222,139.524,139.531,139.615,139.232,139.534,0.382000000000005,139.712,139.244,139.719,139.235,0.4679999999999893,1,1,1,139.76579999999998,139.5786,140.14019999999996
